country,description,points,price,province,region_1,variety,winery
US,"Inherit (as in the meek shall… etc.) is a very ripe, dark and somewhat pruney wine with massive dark accents. The blend smoothes it out and softens the animal notes. It's briary, with berry, plum, chocolate and earth flavors; ready to go!",89,25.0,Washington,Yakima Valley,Red Blend,Meek Family
France,"With some weight, this is a smooth red-fruited wine with just a hint of bananas. The balance works well, marrying acidity and light tannins. Fruity and attractive.",87,13.0,Beaujolais,Beaujolais-Villages,Gamay,Domaine de la Madone
US,"A real success, Maryhill's exceptional cab franc shows dark, black fruits laced with licorice and streaks of tarry tannin. Structured and supple, dense and just hinting at decadence.",90,32.0,Washington,Columbia Valley (WA),Cabernet Franc,Maryhill
Australia,"Despite ample alcohol levels and soft tannins, this wine comes across as tart and crisp on the palate, its cola, cherry and vanilla flavors ending on a lemony note.",87,20.0,Western Australia,Great Southern,Pinot Noir,Plantagenet
Italy,"Fragrant and delicately musky, this Prosecco Cartizze has pretty tones of white pulpy peach, honeydew melon and a touch of sweet grapefruit. The wine offers a nice balance between fruity freshness and crisp acidity and has that characteristic sourness on the close.",87,31.0,Veneto,Prosecco Superiore di Cartizze,Prosecco,Bortolin
Italy,"From the celebrated 2004 vintage, this expression of Barbera offers solid and correct aromas of ripe fruit, raspberries, wet earth and leather. The wine is bright and incredibly generous in terms of intensity and purity of the fruit flavors.",88,20.0,Piedmont,Barbera del Monferrato Superiore,Barbera,Agricola Sulin
US,"This blend of 43% Grenache, 32% Petite Sirah and 25% Syrah shows dense berry aromas along with cherry muffins and violets on the nose. The palate offers interestingly chalky boysenberries and a hint of cocoa dust, but is overwhelmed by a slight sourness and cooked fruit character.",87,24.0,California,Paso Robles,Rhône-style Red Blend,Oso Libre
Argentina,"Aromas of mocha, rubber, smoky leather and berry fruit indicate good things to come, but in the mouth this wine fails to deliver equal to its price and the previous successes of Trapiche's single-vineyard Malbec project. Scouring acidity is the main culprit; the wine seems clipped, tartaric and angular, thus it's all superficial and not deep or rich enough to rate better.",86,50.0,Mendoza Province,La Consulta,Malbec,Trapiche
US,"With 9% residual sugar, this Chardonnay is distinctly sweet. It's also very Chard-like, with pear, peach and buttercream flavors. It's a bit simple, but very tasty.",87,18.0,California,Carneros,Chardonnay,Bonneau
Argentina,"There's no denying the fact that this smells stalky and burnt, with leathery fruit aromas. In the mouth, it's choppy, with scratchy acidity leading to a loud flavor profile with stalky berry, raisin and stewed flavors. Heat and additional roasted notes drive the finish on this Malbec.",85,29.0,Mendoza Province,Mendoza,Malbec,Alpamanta
US,"Fans of this variety will find something really interesting here. While the wine has the bigtime wild berry, chocolate, leather and spice flavors that Petite Sirah so dependably produces, it also boasts alcohol below 14%, giving it welcome balance. With thick, furry tannins, it's a guaranteed ager, if you like your Pets old.",91,22.0,California,El Dorado,Petite Sirah,Ursa
France,"The wine is soft, rounded and very accessible. Ripe pear and apple flavors come along with a good shot of acidity. There is a light texture, with crispness at the end. Drink now.",87,36.0,Burgundy,Pouilly-Loché,Chardonnay,Bret Brothers
US,"Marked by firm tannins and a deep, brooding character, this dry red wine has juicy, intense flavors of blackberries and black pepper. It's a rustic wine, but in the best sense of an honest country sipper.",87,18.0,California,Dry Creek Valley,Red Blend,Greater Purpose
Spain,"The nose deals dill, coconut, vanilla and a lot of plum and berry. Soft but not really, with a lively but plush palate that starts with cranberry and raspberry and then deepens to show chocolate and spice. More of a middleweight, but one packing punch; would be nice with roast lamb, etc. Imported by Vintage Wines Inc.",89,35.0,Northern Spain,Rioja,Tempranillo Blend,Bodegas Riojanas
Spain,"Disappointing considering the price. There's no good reason to pay $40 for a cava that's cidery and offers hints of vinegar along the way. That said, this is not a cheaply made disaster unworthy of a rating; still, it's austere and hints at sauerkraut.",80,40.0,Catalonia,Cava,Sparkling Blend,Maria Casanovas
Argentina,"Orange peel and lychee aromas are typical of the variety. This feels straightforward, juicy, clean and fresh, with tangy acidity. Flavors of lime, lychee and tangerine finish bright and snappy.",86,9.0,Other,Tulum Valley,Torrontés,Callia
Spain,"The excellent 2005 Azul is stout and secure, with a ripe, clean and modern bouquet that's backed up by a chewy, toasty flavor profile that pours on the black fruit and character. With roundness, tannic grip and good acidity, this wine is in perfect balance and is delivering the most it can. Tempranillo, Merlot and Cabernet Sauvignon.",91,18.0,Northern Spain,Ribera del Queiles,Red Blend,Guelbenzu
Italy,"This is a soft and succulent Barbera d'Alba with soft oak notes followed by bright fruit, black cherry and red currants. There's crisp, acidic fruit here followed by the softness and finesse supplied by the supple oak element.",91,24.0,Piedmont,Barbera d'Alba Superiore,Barbera,Fontanafredda
US,"Young and forward, here's a seductive wine that's instantly attractive for its lush flavors and silky mouthfeel. Cherry pie filling, cola, pomegranate, rosehip tea, cocoa and coffee flavors mark this delicious Pinot, which finishes with crisp acids. It was made by Paul Hobbs.",92,42.0,California,Russian River Valley,Pinot Noir,Stewart
Italy,"Here's a Frizzante (sparkling) wine unlike anything you have ever tried. Pinot Nero is vinified as a white wine with delicate floral aromas and citrus. It's a light, bright wine with tonic bubbling and crisp freshness.",84,28.0,Lombardy,Oltrepò Pavese,Pinot Nero,Castello di Luzzano
France,"This wine is soft and creamy, although it does seem to miss out on fruit and freshness. It is smooth and ripe, with an aftertaste that is lightly off dry.",84,12.0,France Other,Vin Mousseux,Sparkling Blend,Monmousseau
US,"Aged partially in old oak barrels, there's a distinctly savory, spicy tone to pressed apple and pear aromas on this reserve Riesling. Light-bodied and off-dry in style, the palate boasts honeyed apple flavors cut by a zesty streak of lemon-lime acidity. Lifted floral tones lift the finish.",87,32.0,New York,Finger Lakes,Riesling,Bellangelo
Italy,"This lovely Sauvignon is redolent of tangerine skin, wild salvia, pink grapefruit, white almond and stone fruit. The wine is expressive and bold with a tangy, sharp edge to the close.",87,24.0,Northeastern Italy,Colli Orientali del Friuli,Sauvignon,Conte d'Attimis-Maniago
Australia,"this is a lovely effort and a great value from Sidewood in the Adelaide Hills. Grilled peaches provide the flesh, while a bright, citrusy note adds focus and length to this ripe, rich Chardonnay. Drink now–2020.",91,18.0,South Australia,Adelaide Hills,Chardonnay,Sidewood
US,"At the age of four-plus years, this 100% Cabernet is not showing well. It's very tannic and dry, with mouthwatering acidity and a brittle mouthfeel. The flavors are elusive, suggesting black currants, oak and minerals, although it certainly is elegantly structured. It might improve by cellaring until 2022.",88,125.0,California,Howell Mountain,Cabernet Sauvignon,Olabisi
France,"One of the classic wines from Drouhin, this concentrated and ripe wine has rich tannins, certainly laced with wood. Plum and red-fruit flavors are a delicious presence to go with the firm, solid structure. Age for 3–4 years.",90,34.0,Burgundy,Côte de Beaune,Pinot Noir,Joseph Drouhin
US,"Another success from Sebastiani. Dry and smooth, this has rich blackberry and oak flavors grounded in earthy tannins, and finishes dry and stylishly elegant. It could be your house Cab without breaking the bank.",87,18.0,California,Sonoma County,Cabernet Sauvignon,Sebastiani
US,"A slick of wax and lanolin lends a mineral tone to bright apple cider and honey notes in this sprightly semisweet Riesling. Spine-tingling with acidity, it's an elegant, classically styled wine with a pristine, fruit-focused finish.",88,45.0,New York,Finger Lakes,Riesling,Anthony Road
US,"Soft and superripe, this Cab has jammy berry flavors, with an edge of green tannins. It's totally dry, and doesn't seem to have a future, so drink up.",84,50.0,California,Santa Ynez Valley,Cabernet Sauvignon,Sunstone
US,"Very fresh in young, tart acidity, this dessert wine has modest cherry and raspberry flavors. It's simple and jammy.",83,32.0,California,Russian River Valley,Zinfandel,Harvest Moon
Australia,"Despite a challenging year in the Barossa, especially for Cabernet, this is a charming, medium-bodied wine that should drink well for the next 8 years or so. Aromas are slightly leafy and herbal, but also feature plenty of red currant fruit, while the tannins are well-ripened but still show typical Cab structure. Long on the finish.",92,24.0,South Australia,Barossa Valley,Cabernet Sauvignon,Rockford
France,"With vines that are located next to La Tâche, this vineyard is great. Powerful and complex, this has the right depth of flavor. It is finely endowed with brooding tannins and black fruit flavors. The texture and acidity on the finish promise this has considerable aging potential.",94,24.0,Burgundy,Vosne-Romanée,Pinot Noir,Albert Bichot
US,"Full and focused, the nose of orange, crème brûlée and vanilla opens to a handsomely balanced palate of lively citrus, Granny Smith apple and vanilla cream flavors. Moderately plump and pleasing, good underlying acidity here keeps it elegant and maintains fine flavor definition. Butterscotch, lemon and spicy oak flavors mingle on the long finish.Top Value.",92,30.0,California,Russian River Valley,Chardonnay,Simi
Italy,"Despite good persistence and appealing earth and leather flavors, this Barbaresco fails to hit the mark. Aromas of paint thinner undermine the cherry fruit and flatten out the flavors in the mouth.",83,24.0,Piedmont,Barbaresco,Nebbiolo,Pier
US,"Acidity marks this fresh, young wine, giving a tension to the mouthfeel, and suggesting some time in the bottle to round it out. The underlying flavors are exquisite, suggesting cherries, raspberries, strawberries, pomegranates, Dr. Pepper cola and spice. The pedigree is obvious from the refined mouthfeel.",92,62.0,California,Santa Lucia Highlands,Pinot Noir,Morgan
Italy,"Easy to drink and informal, this golden Pinot Grigio offers cheerful aromas that recall stone fruit and spring flowers. The wine is crisp, tonic, creamy, smooth and would pair with fried artichokes or zucchini.",87,22.0,Northeastern Italy,Collio,Pinot Grigio,Pighin
